scan_id,timestamp,actual_latitude,actual_longitude,raw_estimated_latitude,raw_estimated_longitude,estimated_latitude,estimated_longitude,matched_access_points,residual_rmse,snap_distance_m,error_m,method,seen_calibrated_aps,median_router_rmse_m,good_router_count,usable_router_count,weak_router_count
scan_59,2026-04-08 12:50:43,48.88925460139264,8.69843281683713,48.889680435681726,8.698322296621281,48.88966269860571,8.698372774609076,4,26.96931988597143,4.18919611871881,45.64145898698131,wknn_fingerprinting_smoothed_road_snapped,8,17.48631675727855,0,4,4
scan_64,2026-04-08 12:51:27,48.88942810497916,8.698315766014318,48.88965214016537,8.698381712003998,48.8896569285304,8.698368084789433,4,45.1191352009209,1.130930664388451,25.75888059532144,wknn_fingerprinting_smoothed_road_snapped,5,24.78359901747013,0,3,2
scan_65,2026-04-08 12:51:36,48.88949854887613,8.698380980716754,48.889800080133796,8.698474838323246,48.889797456881055,8.698482303856517,3,110.0605893739141,0.6195673613471261,34.09090174339594,wknn_fingerprinting_smoothed_road_snapped,4,34.88519167816267,0,1,3
scan_67,2026-04-08 12:51:54,48.889655522532514,8.698506450531182,48.88973261693127,8.698460158352026,48.88974096837157,8.698436390951226,4,55.9531292355032,1.9724678285877375,10.806054576695656,wknn_fingerprinting_smoothed_road_snapped,10,37.30930513397575,0,3,7
scan_69,2026-04-08 12:52:12,48.88980222408848,8.698585860055974,48.889794192995055,8.698493104781317,48.88979787020103,8.698482639796008,5,42.804148747163055,0.8684930876366456,7.57062816452622,wknn_fingerprinting_smoothed_road_snapped,14,26.698974795584846,0,6,8
scan_70,2026-04-08 12:52:18,48.88983565543575,8.698616818788484,48.88989111424489,8.69854651252192,48.88989154723173,8.698544731323858,3,36.62421785285432,0.13899742310562602,8.157923924703574,wknn_fingerprinting_smoothed_road_snapped,10,13.26365345050495,1,5,4
scan_71,2026-04-08 12:52:28,48.88986302131982,8.69861068053691,48.88993958709163,8.698573059734,48.88993986853291,8.698571901955175,3,33.575784925051764,0.09034824751969066,9.013211241313392,wknn_fingerprinting_smoothed_road_snapped,4,1.9803475251144815,0,2,2
scan_73,2026-04-08 12:52:46,48.88998564571088,8.698668501907346,48.89001089528848,8.698613263143887,48.89001119970936,8.698612010831562,5,52.621851100817395,0.09772511506706194,5.018828213412189,wknn_fingerprinting_smoothed_road_snapped,12,38.16003872327564,0,4,8
scan_74,2026-04-08 12:52:56,48.890060742240735,8.69868835225887,48.8900242231302,8.69862025904903,48.89002442100374,8.698619445045997,3,31.003479014063515,0.06352131009620668,6.464182572572998,wknn_fingerprinting_smoothed_road_snapped,12,16.331227203649657,1,4,7
scan_75,2026-04-08 12:53:04,48.89012124026355,8.698770845401743,48.89011488518192,8.699142526298186,48.890222935444825,8.699164014785143,4,15.72569688416055,12.130551229892589,30.92408591402595,wknn_fingerprinting_smoothed_road_snapped,29,33.36355169879227,0,3,26
scan_76,2026-04-08 12:53:13,48.89012678023144,8.698836909294055,48.889984011096516,8.698231596288394,48.889872418190784,8.698216547812835,5,33.75276559049856,12.471257301855763,53.51181211766549,wknn_fingerprinting_smoothed_road_snapped,14,65.01418719708437,0,0,14
scan_77,2026-04-08 12:53:22,48.890133097721495,8.698895899800554,48.89007223687439,8.69850692883546,48.890042424806076,8.69862956842148,3,42.488656177651364,9.570259208016344,21.951944406227422,wknn_fingerprinting_smoothed_road_snapped,7,23.637645242942504,0,4,3
scan_78,2026-04-08 12:53:31,48.89014008298814,8.698909968172023,48.89011058455819,8.698904360407198,48.89024426549188,8.698949597528117,4,37.35713758550337,15.245263459086384,11.954822204546788,wknn_fingerprinting_smoothed_road_snapped,12,31.457024846362476,0,2,10
scan_80,2026-04-08 12:53:49,48.89014079524099,8.69891439183786,48.89015381496282,8.699446804264678,48.890197869066874,8.699455565525467,4,21.860800694864423,4.945851582408244,40.11667506218071,wknn_fingerprinting_smoothed_road_snapped,15,35.743824863401954,0,5,10
