scan_id,timestamp,actual_latitude,actual_longitude,raw_estimated_latitude,raw_estimated_longitude,estimated_latitude,estimated_longitude,matched_access_points,residual_rmse,snap_distance_m,error_m,method
scan_184,2026-04-08 13:12:12,48.8915363107522,8.69937666182448,48.89141697523944,8.699591358376148,48.89144210894312,8.699597810319327,4,3.9531543226551737,2.83745545760127,19.286256508693658,precomputed_wifi_multilateration
scan_185,2026-04-08 13:12:19,48.89152512554714,8.699402837361259,48.89163857714259,8.6995002473608,48.89163892030837,8.699500280645424,7,2.2746308193257767,0.03827881392224569,14.537349163490305,precomputed_wifi_multilateration
scan_186,2026-04-08 13:12:21,48.891518330320295,8.69942039052243,48.89148706443924,8.699890313556294,48.89147826988697,8.699887176532123,7,10.110268782859682,1.0055731948981939,34.454557411450395,precomputed_wifi_multilateration
scan_187,2026-04-08 13:12:24,48.89151631850272,8.699460946860098,48.89153064494775,8.699537092185098,48.891532168406854,8.699537635604555,9,4.831807406789055,0.17419301957267339,5.883745132993455,precomputed_wifi_multilateration
scan_188,2026-04-08 13:12:32,48.8915194292263,8.699522414650726,48.89156468154007,8.699609767251152,48.891523320798754,8.69959501382478,4,0.9939991193069856,4.729206260323276,5.33126732084549,precomputed_wifi_multilateration
scan_189,2026-04-08 13:12:39,48.89151386586865,8.699594719856842,48.89149656003552,8.699653239922208,48.89151341536329,8.699659252232518,12,3.518418217974478,1.9272460061027052,4.723483486112264,precomputed_wifi_multilateration
scan_191,2026-04-08 13:12:46,48.89152441948977,8.699673507828392,48.89150613138949,8.699934532021045,48.891472801020434,8.699922643047438,14,12.870736536277246,3.8110098659179084,19.118515831356223,precomputed_wifi_multilateration
scan_192,2026-04-08 13:12:53,48.89150392667564,8.699719504958185,48.89135995922422,8.699774560291653,48.89140062715285,8.69978485532736,17,8.397689270508412,4.589433531758356,12.454392821006067,precomputed_wifi_multilateration
scan_193,2026-04-08 13:13:01,48.89148954741423,8.69977082998219,48.891468555771226,8.69985575653092,48.89148235575474,8.69986067899539,8,11.66741747898104,1.5778965397914841,6.624732779151725,precomputed_wifi_multilateration
scan_195,2026-04-08 13:13:08,48.89147715150767,8.699837062542203,48.89143414065103,8.699795900700845,48.89140035439779,8.699787347744273,12,5.787374346896249,3.8128266348718123,9.291203774000582,precomputed_wifi_multilateration
scan_198,2026-04-08 13:13:30,48.891470314196965,8.69985252695975,48.89144317762676,8.69987211721742,48.89147864140588,8.699884767169758,6,4.279398801474009,4.054945051369706,2.535257206262329,precomputed_wifi_multilateration
scan_204,2026-04-08 13:13:59,48.89147881206424,8.699854499960344,48.891263968093966,8.700208437142411,48.89126438110491,8.700190678383313,3,3.737095584991199,1.3006084625174619,34.28154377616463,precomputed_wifi_multilateration
scan_206,2026-04-08 13:14:13,48.89148977629532,8.699897807157654,48.89133256197631,8.700078223516629,48.89136897061198,8.700086615424304,18,20.53814609251861,4.0992863183795025,19.282638030251,precomputed_wifi_multilateration
scan_207,2026-04-08 13:14:20,48.891476674633545,8.69997881131702,48.890982202623,8.700412496048546,48.89098770756753,8.700175793810743,9,29.808785218001283,17.335595697635252,56.30883585663807,precomputed_wifi_multilateration
scan_208,2026-04-08 13:14:22,48.89146811948938,8.700028584338206,48.89128556509415,8.700239655337901,48.89128667624333,8.700191877824391,19,26.225572023630217,3.4991077482925084,23.46940186428844,precomputed_wifi_multilateration
scan_209,2026-04-08 13:14:27,48.891445272587575,8.700109097982295,48.89053047089163,8.700155551942606,48.89053125627482,8.700137726215099,4,5.161737169903195,1.3076422742750702,101.76986879129402,precomputed_wifi_multilateration
scan_210,2026-04-08 13:14:35,48.89142797998591,8.700233635872056,48.89133011912537,8.700071018593032,48.89136961754884,8.700080122672494,7,27.80054358949915,4.447168756046588,12.97900564249634,precomputed_wifi_multilateration
scan_211,2026-04-08 13:14:37,48.891424772926754,8.700261850520835,48.89137855103457,8.700427924731997,48.8913458810682,8.70042563045444,16,15.620591542518492,3.6406952991289945,14.860126780944125,precomputed_wifi_multilateration
scan_212,2026-04-08 13:14:40,48.89141971207942,8.700303685338518,48.89089516988,8.699383694779197,48.89096668957956,8.699394824635966,6,3.402455197483946,8.003140016281082,83.47615187737452,precomputed_wifi_multilateration
scan_213,2026-04-08 13:14:42,48.89142135417092,8.700329014629084,48.89137518163599,8.700528598569974,48.89134282413866,8.700526326235938,12,11.55679160564761,3.6058741869882325,16.881356232045448,precomputed_wifi_multilateration
scan_214,2026-04-08 13:14:47,48.89141753022115,8.700396080006612,48.89142124448426,8.700462609482985,48.89141996096934,8.7004625045677,11,21.604052985190425,0.14308707858080633,4.869242763600789,precomputed_wifi_multilateration
scan_215,2026-04-08 13:14:50,48.89141248568684,8.700435963169118,48.89143801122561,8.700461306547536,48.89142005516579,8.700459838808062,11,16.0527113612516,2.00175322385449,1.9400449622273335,precomputed_wifi_multilateration
scan_216,2026-04-08 13:14:57,48.89138119775277,8.700532045851572,48.89139384996072,8.70058624442005,48.891416814669824,8.700586489393856,14,17.33503617130247,2.5564942944630626,5.621295139581325,precomputed_wifi_multilateration
scan_217,2026-04-08 13:15:00,48.8913818506864,8.700571626919512,48.89152563822628,8.701106580344888,48.89151266583006,8.701105156276755,4,8.002771603348293,1.4478437386414442,41.67679399951786,precomputed_wifi_multilateration
