network_id,ssid,bssid,scan_count,total_observations,mean_rssi,strongest_rssi,min_radius_m,max_radius_m,overlap_point_count
Thalia_Free_WiFi | 08:45:d1:d8:ff:a9,Thalia_Free_WiFi,08:45:d1:d8:ff:a9,3,3,-87.33333333333333,-82,17.11328304161781,39.810717055349734,0
Vodafone-0876 | b0:5d:d4:8d:4e:ff,Vodafone-0876,b0:5d:d4:8d:4e:ff,3,3,-87.33333333333333,-82,17.11328304161781,39.810717055349734,0
Vodafone-BA34 | 8c:6a:8d:97:ba:40,Vodafone-BA34,8c:6a:8d:97:ba:40,3,3,-87.33333333333333,-82,17.11328304161781,39.810717055349734,0
202v202o202i202p-PSK | e4:dc:cc:a1:3c:d9,202v202o202i202p-PSK,e4:dc:cc:a1:3c:d9,3,3,-87.66666666666667,-86,23.263050671536263,34.14548873833603,0
FRITZ!Box 7590 BP | 04:b4:fe:15:b1:19,FRITZ!Box 7590 BP,04:b4:fe:15:b1:19,3,3,-87.66666666666667,-82,17.11328304161781,39.810717055349734,0
HerzAusGold | 2c:91:ab:79:2c:bd,HerzAusGold,2c:91:ab:79:2c:bd,3,3,-87.66666666666667,-81,15.848931924611133,39.810717055349734,0
Ince | 3c:a6:2f:33:55:b3,Ince,3c:a6:2f:33:55:b3,3,3,-87.66666666666667,-82,17.11328304161781,39.810717055349734,0
PF-EVENT | 48:8b:0a:93:65:60,PF-EVENT,48:8b:0a:93:65:60,3,3,-87.66666666666667,-81,15.848931924611133,42.986623470822764,0
Pro-Duo_stores | 24:de:c6:72:69:32,Pro-Duo_stores,24:de:c6:72:69:32,3,3,-87.66666666666667,-85,21.544346900318832,36.869450645195755,0
TGUNET-5Ghz | 5c:49:79:43:c7:12,TGUNET-5Ghz,5c:49:79:43:c7:12,3,3,-87.66666666666667,-84,19.952623149688797,36.869450645195755,0
hsgast | f8:c6:50:3e:c4:cb,hsgast,f8:c6:50:3e:c4:cb,3,3,-87.66666666666667,-82,17.11328304161781,39.810717055349734,0
FRITZ!Box 6690 CG | 04:b4:fe:7c:16:24,FRITZ!Box 6690 CG,04:b4:fe:7c:16:24,3,3,-88.0,-82,17.11328304161781,42.986623470822764,0
FRITZ!Box 7590 KE | 60:b5:8d:45:6a:d6,FRITZ!Box 7590 KE,60:b5:8d:45:6a:d6,3,3,-88.0,-85,21.544346900318832,42.986623470822764,0
Goldstern | d6:24:dd:b2:6a:7a,Goldstern,d6:24:dd:b2:6a:7a,3,3,-88.0,-83,18.478497974222908,39.810717055349734,0
Maria&karim | 40:2b:50:f5:3a:b4,Maria&karim,40:2b:50:f5:3a:b4,3,3,-88.0,-80,14.677992676220699,42.986623470822764,0
UPC5521462 | 38:43:7d:dd:0f:16,UPC5521462,38:43:7d:dd:0f:16,3,3,-88.0,-88,27.12272579332028,27.12272579332028,0
Vodafone-4DC0 | 64:67:72:85:4d:c6,Vodafone-4DC0,64:67:72:85:4d:c6,3,3,-88.0,-88,27.12272579332028,27.12272579332028,0
Vodafone-56B4 | f0:4b:8a:96:60:b8,Vodafone-56B4,f0:4b:8a:96:60:b8,3,3,-88.0,-85,21.544346900318832,39.810717055349734,0
Vodafone-F7D5 | a4:43:8c:0b:fe:0b,Vodafone-F7D5,a4:43:8c:0b:fe:0b,3,3,-88.0,-88,27.12272579332028,27.12272579332028,0
FRITZ!Box 7530 KK | 3c:a6:2f:3b:3b:f7,FRITZ!Box 7530 KK,3c:a6:2f:3b:3b:f7,3,3,-88.33333333333333,-83,18.478497974222908,39.810717055349734,0
Dr.Schulz | 76:42:7f:17:10:9d,Dr.Schulz,76:42:7f:17:10:9d,3,3,-88.66666666666667,-85,21.544346900318832,34.14548873833603,0
Liebelei 2.0 | 4c:1b:86:4c:24:e6,Liebelei 2.0,4c:1b:86:4c:24:e6,3,3,-88.66666666666667,-85,21.544346900318832,39.810717055349734,0
Platzhirsch GAST | ea:38:83:56:e3:27,Platzhirsch GAST,ea:38:83:56:e3:27,3,3,-88.66666666666667,-87,25.118864315095795,36.869450645195755,0
TGUNET-5Ghz | 50:e6:36:89:ee:01,TGUNET-5Ghz,50:e6:36:89:ee:01,3,3,-88.66666666666667,-84,19.952623149688797,36.869450645195755,0
Buntes Netz 2 | 1c:ed:6f:ba:97:03,Buntes Netz 2,1c:ed:6f:ba:97:03,3,3,-89.0,-84,19.952623149688797,42.986623470822764,0
PF-NET-PLUS | 1c:d1:e0:05:9a:ca,PF-NET-PLUS,1c:d1:e0:05:9a:ca,3,3,-89.0,-84,19.952623149688797,42.986623470822764,0
THG-Schueler | 12:a0:57:5a:0f:ed,THG-Schueler,12:a0:57:5a:0f:ed,3,3,-89.0,-82,17.11328304161781,39.810717055349734,0
Vodafone-0C04 | f8:d2:ac:76:0c:10,Vodafone-0C04,f8:d2:ac:76:0c:10,3,3,-89.0,-89,29.286445646252357,29.286445646252357,0
THG-GAESTE | 00:a0:57:5a:0f:ed,THG-GAESTE,00:a0:57:5a:0f:ed,3,3,-89.33333333333333,-84,19.952623149688797,42.986623470822764,0
THG-LEHRER | 06:a0:57:5a:0f:ed,THG-LEHRER,06:a0:57:5a:0f:ed,3,3,-89.33333333333333,-83,18.478497974222908,39.810717055349734,0
THG-SEG | 0a:a0:57:5a:0f:ed,THG-SEG,0a:a0:57:5a:0f:ed,3,3,-89.33333333333333,-83,18.478497974222908,39.810717055349734,0
CP-WLAN-Gast | 12:ea:14:2a:7f:0b,CP-WLAN-Gast,12:ea:14:2a:7f:0b,3,3,-89.66666666666667,-86,23.263050671536263,36.869450645195755,0
STRBAC | 48:5d:35:d5:db:c7,STRBAC,48:5d:35:d5:db:c7,3,3,-89.66666666666667,-89,29.286445646252357,31.622776601683793,0
FRITZ!Box 6660 Cable JA | 2c:91:ab:6f:52:1e,FRITZ!Box 6660 Cable JA,2c:91:ab:6f:52:1e,3,3,-90.0,-88,27.12272579332028,39.810717055349734,0
FRITZ!Box 6690 MB | 04:b4:fe:40:b7:93,FRITZ!Box 6690 MB,04:b4:fe:40:b7:93,3,3,-90.0,-88,27.12272579332028,39.810717055349734,0
Vodafone-8503 | f0:4b:8a:96:7f:e7,Vodafone-8503,f0:4b:8a:96:7f:e7,3,3,-90.0,-90,31.622776601683793,31.622776601683793,0
MagentaWLAN-HQ5Y | 04:70:56:83:60:2f,MagentaWLAN-HQ5Y,04:70:56:83:60:2f,3,3,-90.33333333333333,-87,25.118864315095795,39.810717055349734,0
THG-GAESTE | 00:a0:57:59:f5:95,THG-GAESTE,00:a0:57:59:f5:95,3,3,-90.33333333333333,-90,31.622776601683793,34.14548873833603,0
THG-LEHRERNETZ | 0e:a0:57:59:f5:95,THG-LEHRERNETZ,0e:a0:57:59:f5:95,3,3,-90.33333333333333,-90,31.622776601683793,34.14548873833603,0
THG-SEG | 0a:a0:57:59:f5:95,THG-SEG,0a:a0:57:59:f5:95,3,3,-90.33333333333333,-89,29.286445646252357,36.869450645195755,0
Vodafone-B43D | 0c:7f:b2:9d:0a:7a,Vodafone-B43D,0c:7f:b2:9d:0a:7a,3,3,-90.33333333333333,-89,29.286445646252357,39.810717055349734,0
Vodafone-FDDC | 8c:6a:8d:da:fd:e8,Vodafone-FDDC,8c:6a:8d:da:fd:e8,3,3,-90.33333333333333,-87,25.118864315095795,39.810717055349734,0
FRITZ!Box 6660 Cable WH | 04:b4:fe:2b:05:fa,FRITZ!Box 6660 Cable WH,04:b4:fe:2b:05:fa,3,3,-91.0,-88,27.12272579332028,39.810717055349734,0
Axxep | 30:68:93:66:67:b3,Axxep,30:68:93:66:67:b3,3,3,-92.0,-92,36.869450645195755,36.869450645195755,0
Buntes Gastnetz | 7a:ed:6f:ba:97:04,Buntes Gastnetz,7a:ed:6f:ba:97:04,3,3,-92.33333333333333,-89,29.286445646252357,42.986623470822764,0
FRITZ!Box 6660 Cable KS | dc:15:c8:fb:9e:f5,FRITZ!Box 6660 Cable KS,dc:15:c8:fb:9e:f5,3,3,-94.0,-94,42.986623470822764,42.986623470822764,0
DIRECT-f8-HP M140 LaserJet | 4a:ea:62:08:0a:f8,DIRECT-f8-HP M140 LaserJet,4a:ea:62:08:0a:f8,2,2,-55.0,-48,3.0,3.686945064519575,0
Actief_Internal | e0:cb:bc:be:46:f1,Actief_Internal,e0:cb:bc:be:46:f1,2,2,-55.5,-52,3.0,3.0,0
mobileservice | e2:55:a8:04:eb:b2,mobileservice,e2:55:a8:04:eb:b2,2,2,-56.0,-48,3.0,4.298662347082277,0
rezeption | e0:28:6d:4e:af:b4,rezeption,e0:28:6d:4e:af:b4,2,2,-56.0,-49,3.0,3.9810717055349722,0
mobileservice_E | ea:55:a8:04:eb:b2,mobileservice_E,ea:55:a8:04:eb:b2,2,2,-56.5,-47,3.0,5.011872336272722,0
EdiView.Setup 75 | 74:da:38:83:13:74,EdiView.Setup 75,74:da:38:83:13:74,2,2,-57.0,-54,3.0,3.1622776601683795,0
Actief_Guest | e6:cb:bc:be:46:f1,Actief_Guest,e6:cb:bc:be:46:f1,2,2,-57.5,-52,3.0,3.9810717055349722,0
PF-WLAN | 48:4a:e9:d9:2d:c2,PF-WLAN,48:4a:e9:d9:2d:c2,2,2,-60.5,-58,3.0,3.9810717055349722,0
PANORAMA NEU LOKAL | 3e:a6:2f:33:11:19,PANORAMA NEU LOKAL,3e:a6:2f:33:11:19,2,2,-61.0,-59,3.0,3.9810717055349722,0
Tapo_Cam_9CA9 | 3e:64:cf:05:9c:a9,Tapo_Cam_9CA9,3e:64:cf:05:9c:a9,2,2,-61.5,-49,3.0,9.261187281287935,0
fbox | 00:1e:42:51:d4:82,fbox,00:1e:42:51:d4:82,2,2,-61.5,-55,3.0,5.843414133735177,0
FRITZ!Box 6690 DB | 0c:72:74:04:89:25,FRITZ!Box 6690 DB,0c:72:74:04:89:25,2,2,-62.0,-57,3.0,5.411695265464636,0
HaugWeiser | 50:e6:36:0a:db:fc,HaugWeiser,50:e6:36:0a:db:fc,2,2,-62.0,-55,3.0,6.309573444801933,0
FRITZ!Box 7590 KO | 3c:a6:2f:4f:65:82,FRITZ!Box 7590 KO,3c:a6:2f:4f:65:82,2,2,-63.0,-58,3.0,5.843414133735177,0
WiFi4EU | 48:4a:e9:d9:81:a0,WiFi4EU,48:4a:e9:d9:81:a0,2,2,-63.0,-60,3.1622776601683795,5.011872336272722,0
Katze17 | 3e:a6:2f:4f:65:82,Katze17,3e:a6:2f:4f:65:82,2,2,-63.5,-59,3.0,5.843414133735177,0
mbox | 02:1e:42:51:d4:82,mbox,02:1e:42:51:d4:82,2,2,-63.5,-59,3.0,5.843414133735177,0
Muessle-Event | 72:a7:41:9f:dd:81,Muessle-Event,72:a7:41:9f:dd:81,2,2,-64.0,-54,3.0,9.261187281287935,0
Tapo_Cam_AE56 | 3e:64:cf:05:ae:56,Tapo_Cam_AE56,3e:64:cf:05:ae:56,2,2,-64.0,-58,3.0,6.812920690579613,0
Vodafone-30FA | 48:4e:fc:9e:a4:5a,Vodafone-30FA,48:4e:fc:9e:a4:5a,2,2,-64.0,-59,3.0,6.309573444801933,0
WOUTEX_WLAN_B642 | 5c:62:8b:4f:b6:42,WOUTEX_WLAN_B642,5c:62:8b:4f:b6:42,2,2,-64.0,-60,3.1622776601683795,5.843414133735177,0
MKT-00189858 | f4:1e:57:f1:e1:6c,MKT-00189858,f4:1e:57:f1:e1:6c,2,2,-64.5,-61,3.4145488738336014,5.843414133735177,0
PF-WLAN | 48:4a:e9:d9:81:a2,PF-WLAN,48:4a:e9:d9:81:a2,2,2,-64.5,-62,3.686945064519575,5.411695265464636,0
RaPOS-FUTARI | 98:ba:5f:84:92:32,RaPOS-FUTARI,98:ba:5f:84:92:32,2,2,-64.5,-62,3.686945064519575,5.411695265464636,0
Avenue Nail Studio | 4c:1b:86:7a:dc:8e,Avenue Nail Studio,4c:1b:86:7a:dc:8e,2,2,-65.0,-62,3.686945064519575,5.843414133735177,0
HaugWeiser-Gast | 0e:ea:14:1f:8e:16,HaugWeiser-Gast,0e:ea:14:1f:8e:16,2,2,-65.0,-59,3.0,7.3564225445964135,0
FRITZ!Box 6591 Cable UY | 3c:a6:2f:33:11:19,FRITZ!Box 6591 Cable UY,3c:a6:2f:33:11:19,2,2,-65.5,-59,3.0,7.943282347242816,0
Mezopotamya Pforzheim | 08:b6:57:17:89:c3,Mezopotamya Pforzheim,08:b6:57:17:89:c3,2,2,-65.5,-63,3.9810717055349722,5.843414133735177,0
vs-2e23bc | 58:b5:68:2e:23:bc,vs-2e23bc,58:b5:68:2e:23:bc,2,2,-65.5,-61,3.4145488738336014,6.812920690579613,0
DIRECT-ee-HP M277 LaserJet | 56:13:79:37:6c:ee,DIRECT-ee-HP M277 LaserJet,56:13:79:37:6c:ee,2,2,-66.0,-54,3.0,12.589254117941675,0
FRITZ!Box 6660 Cable IO-2.4G-ext | 48:8f:4c:eb:ab:5e,FRITZ!Box 6660 Cable IO-2.4G-ext,48:8f:4c:eb:ab:5e,2,2,-66.0,-61,3.4145488738336014,7.3564225445964135,0
HaugWeiser-INT | 0c:ea:14:5f:8e:16,HaugWeiser-INT,0c:ea:14:5f:8e:16,2,2,-66.0,-59,3.0,8.576958985908941,0
iwatch2 | ea:df:70:49:20:15,iwatch2,ea:df:70:49:20:15,2,2,-66.0,-59,3.0,8.576958985908941,0
FRITZ!Box 6690 OG | 5c:49:79:12:fd:fa,FRITZ!Box 6690 OG,5c:49:79:12:fd:fa,2,2,-66.5,-64,4.298662347082277,6.309573444801933,0
FRITZ!Box 7590 KR | 04:b4:fe:83:a0:c9,FRITZ!Box 7590 KR,04:b4:fe:83:a0:c9,2,2,-66.5,-64,4.298662347082277,6.309573444801933,0
iPhone | e6:19:12:8c:a8:48,iPhone,e6:19:12:8c:a8:48,2,2,-66.5,-56,3.0,11.659144011798316,0
Haarstudio11 | 1c:b0:44:ed:49:85,Haarstudio11,1c:b0:44:ed:49:85,2,2,-67.0,-63,3.9810717055349722,7.3564225445964135,0
Demo | 78:18:ec:ad:3f:00,Demo,78:18:ec:ad:3f:00,2,2,-67.5,-63,3.9810717055349722,7.943282347242816,0
F52 WLAN | 00:a0:57:83:89:d4,F52 WLAN,00:a0:57:83:89:d4,2,2,-67.5,-65,4.641588833612778,6.812920690579613,0
FB-OC-PH | 74:42:7f:ab:10:7c,FB-OC-PH,74:42:7f:ab:10:7c,2,2,-67.5,-61,3.4145488738336014,9.261187281287935,0
FRITZ!Box 6591 Cable DI | 74:42:7f:69:47:89,FRITZ!Box 6591 Cable DI,74:42:7f:69:47:89,2,2,-67.5,-60,3.1622776601683795,10.0,0
SPFLOCSW11A | ee:55:b8:b2:7d:90,SPFLOCSW11A,ee:55:b8:b2:7d:90,2,2,-67.5,-58,3.0,11.659144011798316,0
dm Kunden WLAN | ea:55:b8:b2:7d:90,dm Kunden WLAN,ea:55:b8:b2:7d:90,2,2,-67.5,-58,3.0,11.659144011798316,0
FRITZ!Box 6591 Cable PH | 3c:a6:2f:58:86:d3,FRITZ!Box 6591 Cable PH,3c:a6:2f:58:86:d3,2,2,-68.0,-65,4.641588833612778,7.3564225445964135,0
FRITZ!Box 6591 Cable UH | 2c:91:ab:87:90:8d,FRITZ!Box 6591 Cable UH,2c:91:ab:87:90:8d,2,2,-68.0,-68,5.843414133735177,5.843414133735177,0
Redmi 12 | d6:fa:3f:5a:7c:96,Redmi 12,d6:fa:3f:5a:7c:96,2,2,-68.0,-65,4.641588833612778,7.3564225445964135,0
Rialto_Unifi | d8:b3:70:a1:c7:f7,Rialto_Unifi,d8:b3:70:a1:c7:f7,2,2,-68.0,-65,4.641588833612778,7.3564225445964135,0
TattooTime | 08:b6:57:a8:2a:33,TattooTime,08:b6:57:a8:2a:33,2,2,-68.0,-54,3.0,17.11328304161781,0
CityCafe | 6e:4f:89:3b:10:50,CityCafe,6e:4f:89:3b:10:50,2,2,-68.5,-61,3.4145488738336014,10.7977516232771,0
Mezopotamya Pforzheim1 | 0c:80:63:bd:6c:22,Mezopotamya Pforzheim1,0c:80:63:bd:6c:22,2,2,-68.5,-66,5.011872336272722,7.3564225445964135,0
WLAN-4CYJAV | 74:90:bc:27:02:8e,WLAN-4CYJAV,74:90:bc:27:02:8e,2,2,-68.5,-62,3.686945064519575,10.0,0
WLAN-662511 | 94:4a:0c:cd:2d:53,WLAN-662511,94:4a:0c:cd:2d:53,2,2,-68.5,-63,3.9810717055349722,9.261187281287935,0
o2de-M100 | 54:ec:2f:10:e5:89,o2de-M100,54:ec:2f:10:e5:89,2,2,-68.5,-65,4.641588833612778,7.943282347242816,0
RUT956_E7DE | 20:97:27:66:e7:de,RUT956_E7DE,20:97:27:66:e7:de,2,2,-69.0,-66,5.011872336272722,7.943282347242816,0
WLAN-807150 | 64:cc:22:8a:a1:7c,WLAN-807150,64:cc:22:8a:a1:7c,2,2,-69.0,-64,4.298662347082277,9.261187281287935,0
DIRECT-1E-HP OfficeJet Pro 8130e | 2a:c5:c8:9a:81:1e,DIRECT-1E-HP OfficeJet Pro 8130e,2a:c5:c8:9a:81:1e,2,2,-69.5,-67,5.411695265464636,7.943282347242816,0
Telekom_SIM | 08:45:d1:d9:b5:c0,Telekom_SIM,08:45:d1:d9:b5:c0,2,2,-69.5,-67,5.411695265464636,7.943282347242816,0
WLAN_E&F_Gast | a2:05:d6:b3:a2:95,WLAN_E&F_Gast,a2:05:d6:b3:a2:95,2,2,-69.5,-66,5.011872336272722,8.576958985908941,0
o2 free Wifi | 54:ec:2f:10:e5:88,o2 free Wifi,54:ec:2f:10:e5:88,2,2,-69.5,-65,4.641588833612778,9.261187281287935,0
FritzboxP7490 | cc:ce:1e:5e:f6:f4,FritzboxP7490,cc:ce:1e:5e:f6:f4,2,2,-70.0,-66,5.011872336272722,9.261187281287935,0
Goldstern | 60:a4:b7:d6:d4:72,Goldstern,60:a4:b7:d6:d4:72,2,2,-70.0,-65,4.641588833612778,10.0,0
JUNG Modehaus | d6:1a:d1:15:fd:ad,JUNG Modehaus,d6:1a:d1:15:fd:ad,2,2,-70.0,-67,5.411695265464636,8.576958985908941,0
MagentaWLAN-JBBN | 84:a3:29:67:6e:9e,MagentaWLAN-JBBN,84:a3:29:67:6e:9e,2,2,-70.0,-62,3.686945064519575,12.589254117941675,0
TheWayOut | e0:28:6d:3d:35:bc,TheWayOut,e0:28:6d:3d:35:bc,2,2,-70.0,-65,4.641588833612778,10.0,0
o2de-M103 | 54:ec:2f:90:e5:88,o2de-M103,54:ec:2f:90:e5:88,2,2,-70.0,-66,5.011872336272722,9.261187281287935,0
o2de-M104 | 54:ec:2f:d0:e5:88,o2de-M104,54:ec:2f:d0:e5:88,2,2,-70.0,-66,5.011872336272722,9.261187281287935,0
showcase | 08:45:d1:d8:c8:42,showcase,08:45:d1:d8:c8:42,2,2,-70.0,-60,3.1622776601683795,14.677992676220699,0
ANATOLIEN-GRILL-HOTSPOT | e4:8d:8c:f2:9e:7f,ANATOLIEN-GRILL-HOTSPOT,e4:8d:8c:f2:9e:7f,2,2,-70.5,-67,5.411695265464636,9.261187281287935,0
FRITZ!Box 7590 SH | 74:42:7f:b3:73:2f,FRITZ!Box 7590 SH,74:42:7f:b3:73:2f,2,2,-70.5,-66,5.011872336272722,10.0,0
My VW 8719 | 7a:f5:05:19:48:f7,My VW 8719,7a:f5:05:19:48:f7,2,2,-70.5,-64,4.298662347082277,11.659144011798316,0
UPC543C474 | 54:67:51:02:ad:b6,UPC543C474,54:67:51:02:ad:b6,2,2,-70.5,-68,5.843414133735177,8.576958985908941,0
Vodafone Homespot | 72:54:25:65:0c:b5,Vodafone Homespot,72:54:25:65:0c:b5,2,2,-70.5,-68,5.843414133735177,8.576958985908941,0
Vodafone-19DB | 70:54:25:6e:4f:bf,Vodafone-19DB,70:54:25:6e:4f:bf,2,2,-70.5,-68,5.843414133735177,8.576958985908941,0
eBook Reader | 08:45:d1:d8:c8:41,eBook Reader,08:45:d1:d8:c8:41,2,2,-71.0,-61,3.4145488738336014,15.848931924611133,0
Altin Sofra  Gastzugang | 82:23:95:8c:ac:47,Altin Sofra  Gastzugang,82:23:95:8c:ac:47,2,2,-71.5,-61,3.4145488738336014,17.11328304161781,0
Altin Sofra FRITZ!Box 6690 PM | 80:23:95:8c:ac:47,Altin Sofra FRITZ!Box 6690 PM,80:23:95:8c:ac:47,2,2,-71.5,-61,3.4145488738336014,17.11328304161781,0
FRITZ!Box 7590 QP | b4:fc:7d:64:9e:18,FRITZ!Box 7590 QP,b4:fc:7d:64:9e:18,2,2,-71.5,-69,6.309573444801933,9.261187281287935,0
Galaxy S9d8a6 | fe:9f:2b:3f:77:f4,Galaxy S9d8a6,fe:9f:2b:3f:77:f4,2,2,-71.5,-65,4.641588833612778,12.589254117941675,0
Gast-WLAN-JBBN | 84:a3:29:67:6e:a0,Gast-WLAN-JBBN,84:a3:29:67:6e:a0,2,2,-71.5,-64,4.298662347082277,13.593563908785255,0
ReuchlinApo | 94:18:65:4e:30:96,ReuchlinApo,94:18:65:4e:30:96,2,2,-71.5,-67,5.411695265464636,10.7977516232771,0
Hassan’s iPhone  | 1a:4b:e8:57:ad:04,Hassan’s iPhone ,1a:4b:e8:57:ad:04,2,2,-72.0,-69,6.309573444801933,10.0,0
ShellyPlus2PM-E465B8F3B994 | e4:65:b8:f3:b9:95,ShellyPlus2PM-E465B8F3B994,e4:65:b8:f3:b9:95,2,2,-72.0,-58,3.0,23.263050671536263,0
ZadranHome | 8c:6a:8d:a0:ad:00,ZadranHome,8c:6a:8d:a0:ad:00,2,2,-72.0,-68,5.843414133735177,10.7977516232771,0
Fielmann | d0:4d:c6:a0:a3:52,Fielmann,d0:4d:c6:a0:a3:52,2,2,-72.5,-68,5.843414133735177,11.659144011798316,0
My Skoda 4066 | 2e:d1:c6:f8:c9:9c,My Skoda 4066,2e:d1:c6:f8:c9:9c,2,2,-72.5,-69,6.309573444801933,10.7977516232771,0
FRITZ!Box 6490 Cable | dc:39:6f:57:f8:2c,FRITZ!Box 6490 Cable,dc:39:6f:57:f8:2c,2,2,-73.0,-70,6.812920690579613,10.7977516232771,0
Katz-Kunde-Marktcafe | 74:0a:e1:7f:ac:ff,Katz-Kunde-Marktcafe,74:0a:e1:7f:ac:ff,2,2,-73.0,-60,3.1622776601683795,23.263050671536263,0
KonRail | 04:b4:fe:05:9a:ee,KonRail,04:b4:fe:05:9a:ee,2,2,-73.0,-66,5.011872336272722,14.677992676220699,0
NVR083a2f085153 | 08:3a:2f:08:51:53,NVR083a2f085153,08:3a:2f:08:51:53,2,2,-73.0,-69,6.309573444801933,11.659144011798316,0
eduroam | f8:c6:50:3f:49:85,eduroam,f8:c6:50:3f:49:85,2,2,-73.0,-61,3.4145488738336014,21.544346900318832,0
hsgast | f8:c6:50:3f:49:84,hsgast,f8:c6:50:3f:49:84,2,2,-73.0,-61,3.4145488738336014,21.544346900318832,0
DIRECT-A6-HP PageWide MFP P57750 | 82:e8:2c:a3:0e:a6,DIRECT-A6-HP PageWide MFP P57750,82:e8:2c:a3:0e:a6,2,2,-73.5,-70,6.812920690579613,11.659144011798316,0
FRITZ!Box 6690 HQ | 50:e6:36:8b:0d:95,FRITZ!Box 6690 HQ,50:e6:36:8b:0d:95,2,2,-73.5,-65,4.641588833612778,17.11328304161781,0
FRITZ!Box 7490 | f0:b0:14:bb:82:a7,FRITZ!Box 7490,f0:b0:14:bb:82:a7,2,2,-73.5,-68,5.843414133735177,13.593563908785255,0
ML-1989 | 70:a7:41:df:dd:81,ML-1989,70:a7:41:df:dd:81,2,2,-73.5,-69,6.309573444801933,12.589254117941675,0
DIRECT-11-HP PageWide Pro 477dw | 12:e7:c6:5c:90:11,DIRECT-11-HP PageWide Pro 477dw,12:e7:c6:5c:90:11,2,2,-74.0,-70,6.812920690579613,12.589254117941675,0
Modehaus-Jung | 4e:04:3e:c2:4d:05,Modehaus-Jung,4e:04:3e:c2:4d:05,2,2,-74.0,-69,6.309573444801933,13.593563908785255,0
Vodafone-0B6A | 5c:22:da:61:4f:a8,Vodafone-0B6A,5c:22:da:61:4f:a8,2,2,-74.0,-65,4.641588833612778,18.478497974222908,0
FRITZ!Box 6690 ZX | 0c:c5:74:01:8a:67,FRITZ!Box 6690 ZX,0c:c5:74:01:8a:67,2,2,-74.5,-69,6.309573444801933,14.677992676220699,0
Ratssaal_Medientechnik | 70:a7:41:e1:b5:da,Ratssaal_Medientechnik,70:a7:41:e1:b5:da,2,2,-74.5,-72,7.943282347242816,11.659144011798316,0
Vodafone Hotspot | ee:a9:40:6b:03:1c,Vodafone Hotspot,ee:a9:40:6b:03:1c,2,2,-74.5,-72,7.943282347242816,11.659144011798316,0
o2-WLAN38 | 94:91:7f:f9:0a:a9,o2-WLAN38,94:91:7f:f9:0a:a9,2,2,-74.5,-71,7.3564225445964135,12.589254117941675,0
sel | 74:ea:3a:e0:80:fe,sel,74:ea:3a:e0:80:fe,2,2,-74.5,-72,7.943282347242816,11.659144011798316,0
KonRail | 04:b4:fe:57:b2:fe,KonRail,04:b4:fe:57:b2:fe,2,2,-75.0,-67,5.411695265464636,18.478497974222908,0
Rialto_Unifi_Guest | de:b3:70:a1:c7:f7,Rialto_Unifi_Guest,de:b3:70:a1:c7:f7,2,2,-75.0,-69,6.309573444801933,15.848931924611133,0
THA-INT-DE | 08:45:d1:d9:b5:c3,THA-INT-DE,08:45:d1:d9:b5:c3,2,2,-75.0,-71,7.3564225445964135,13.593563908785255,0
Vodafone-1E36 | b0:5d:d4:8c:41:60,Vodafone-1E36,b0:5d:d4:8c:41:60,2,2,-75.0,-70,6.812920690579613,14.677992676220699,0
reklamer | 08:96:d7:d4:2a:a7,reklamer,08:96:d7:d4:2a:a7,2,2,-75.0,-72,7.943282347242816,12.589254117941675,0
AAWireless-d2e569f8 | 7a:00:04:e6:41:dc,AAWireless-d2e569f8,7a:00:04:e6:41:dc,2,2,-75.5,-66,5.011872336272722,21.544346900318832,0
DIRECT-em-EPSON-WF-C579RBAM | fa:25:51:9c:61:2e,DIRECT-em-EPSON-WF-C579RBAM,fa:25:51:9c:61:2e,2,2,-75.5,-70,6.812920690579613,15.848931924611133,0
FRITZ!Box 7590 QP | 50:e6:36:66:29:0d,FRITZ!Box 7590 QP,50:e6:36:66:29:0d,2,2,-75.5,-71,7.3564225445964135,14.677992676220699,0
MagentaWLAN-GN4W | 4c:22:f3:0b:9d:be,MagentaWLAN-GN4W,4c:22:f3:0b:9d:be,2,2,-75.5,-65,4.641588833612778,23.263050671536263,0
Modehaus-Jung | da:e5:e5:95:78:e6,Modehaus-Jung,da:e5:e5:95:78:e6,2,2,-75.5,-71,7.3564225445964135,14.677992676220699,0
Vodafone-4FA8 | d4:3f:cb:88:b7:67,Vodafone-4FA8,d4:3f:cb:88:b7:67,2,2,-75.5,-67,5.411695265464636,19.952623149688797,0
Vodafone-AB70 | 64:67:72:88:ab:75,Vodafone-AB70,64:67:72:88:ab:75,2,2,-75.5,-73,8.576958985908941,12.589254117941675,0
WLANPP-01 | 50:e6:36:69:1f:3c,WLANPP-01,50:e6:36:69:1f:3c,2,2,-75.5,-75,10.0,10.7977516232771,0
dm Kunden WLAN | ea:55:b8:b2:55:55,dm Kunden WLAN,ea:55:b8:b2:55:55,2,2,-75.5,-73,8.576958985908941,12.589254117941675,0
GMU-GERAETE | 06:a0:57:83:4e:77,GMU-GERAETE,06:a0:57:83:4e:77,2,2,-76.0,-76,10.7977516232771,10.7977516232771,0
GMU-KOPIERER | 0a:a0:57:83:4e:77,GMU-KOPIERER,0a:a0:57:83:4e:77,2,2,-76.0,-76,10.7977516232771,10.7977516232771,0
GMU-PAED | 0e:a0:57:83:4e:77,GMU-PAED,0e:a0:57:83:4e:77,2,2,-76.0,-76,10.7977516232771,10.7977516232771,0
