scan_id,timestamp,actual_latitude,actual_longitude,raw_estimated_latitude,raw_estimated_longitude,estimated_latitude,estimated_longitude,matched_access_points,residual_rmse,snap_distance_m,error_m,method,gps_jump_m,wifi_jump_m,is_outlier,outlier_reason
scan_299,2026-04-08 13:27:26,48.89054065767117,8.702079847725173,48.89052007705841,8.701695132372505,48.89064900209685,8.70165655886134,3,3.3338617229253558,14.626999265360451,33.24654112397818,precomputed_wifi_multilateration,16.06428391510398,17.63421485818171,True,too_few_aps
scan_302,2026-04-08 13:27:37,48.89043439940722,8.702059935501858,48.89047220399164,8.701777126925046,48.8906574287852,8.701721708938221,3,1.9262486010024635,21.01440483765198,35.06083244185371,precomputed_wifi_multilateration,11.918118428579856,4.859901236773901,True,too_few_aps
scan_307,2026-04-08 13:28:03,48.89022049222853,8.70209581783711,48.89029221525532,8.701433149704695,48.89029155932336,8.701325423108122,3,27.513009851530352,7.885195052831249,56.940019751915486,precomputed_wifi_multilateration,2.2557554844265746,13.140740073236499,True,too_few_aps
scan_318,2026-04-08 13:29:30,48.89024980738625,8.701139938502163,48.89051207525885,8.701191761196618,48.890512870125626,8.70132230605457,3,20.95485168585877,9.555366776152663,32.18279590137423,precomputed_wifi_multilateration,5.975010910531067,32.01206957001486,True,too_few_aps
scan_320,2026-04-08 13:29:45,48.890250401126806,8.701160245170746,48.89036315262421,8.700491076175915,48.890367818964776,8.70049161027633,3,33.05601356559139,0.5209259347805507,50.655037218579594,precomputed_wifi_multilateration,1.4877806803448448,62.90870506375593,True,too_few_aps
scan_342,2026-04-08 13:31:54,48.89023821314686,8.70005499265467,48.890195664067136,8.70058546743351,48.89017079094476,8.70067818806384,3,0.6805762668745655,7.329647447072055,46.227092210482006,precomputed_wifi_multilateration,3.2417645345597896,71.59261997127994,True,too_few_aps
scan_353,2026-04-08 13:32:29,48.89028215517799,8.699619015977571,48.89020812930913,8.699720385600587,48.89017565612829,8.699713927491446,3,3.757837961779375,3.6456883033127734,13.74086701560105,precomputed_wifi_multilateration,2.0738005068990253,5.1015649530670375,True,too_few_aps
scan_378,2026-04-08 13:34:37,48.89079594908054,8.698876770570397,48.89074613667891,8.698905386098769,48.89074413378963,8.698919277158312,3,2.0844453761792465,1.0408822892596212,6.55362956225491,precomputed_wifi_multilateration,57.716120773807354,60.08032620541575,True,too_few_aps
scan_386,2026-04-08 13:35:12,48.89103122042049,8.699286871810726,48.89100154653701,8.699228339197507,48.89098198471209,8.699224108269787,3,4.173665152520419,2.1995306623774846,7.151465176482814,precomputed_wifi_multilateration,6.448290773998209,7.950571626946317,True,too_few_aps
scan_390,2026-04-08 13:35:32,48.89094843878022,8.69959941813815,48.89088064438675,8.69946322390744,48.890961244264346,8.699475766814151,3,15.111432531561144,9.019222820206087,9.1618975553782,precomputed_wifi_multilateration,24.662322659126115,18.563588556149117,True,too_few_aps
scan_401,2026-04-08 13:36:21,48.89087965997741,8.700086532121025,48.89083151152048,8.700120684277977,48.890830175814706,8.700165858723176,3,1.7184672668198169,3.3097692831771837,8.003451507677712,precomputed_wifi_multilateration,9.12743688093371,23.637169990952277,True,too_few_aps
scan_408,2026-04-08 13:36:56,48.89084676196233,8.700359304076793,48.89061106776873,8.7003393490825,48.89060576051149,8.70048380429276,3,13.364670097219213,10.589568852401811,28.33361642522887,precomputed_wifi_multilateration,1.5408569066036197,22.753258885939594,True,too_few_aps
scan_419,2026-04-08 13:38:12,48.89096359767354,8.700578175940072,48.89089501588273,8.700623604448923,48.8908564,8.7006985,3,35.93153785523722,6.966269794058809,14.831110738086892,precomputed_wifi_multilateration,2.547488014070261,0.0,True,too_few_aps
scan_421,2026-04-08 13:38:25,48.89095114555106,8.700483653662124,48.89074317196011,8.700331090987799,48.890759026632125,8.700331429761475,3,6.216546386976301,1.7651162578389348,24.114839839312513,precomputed_wifi_multilateration,7.0558003777854275,28.97103252722198,True,too_few_aps
scan_424,2026-04-08 13:38:41,48.890681094108224,8.70033070269081,48.890719728383154,8.700479702682602,48.890719223419055,8.70049344703278,3,1.630997721610949,1.0075540113540407,12.645339728971594,precomputed_wifi_multilateration,4.3316144251478885,11.3505047061316,True,too_few_aps
scan_446,2026-04-08 13:41:05,48.89085551141175,8.70160086552383,48.8909552528119,8.701409976770117,48.89099130963833,8.701405970827942,3,2.4169432386382605,4.02454067000525,20.78485696757415,precomputed_wifi_multilateration,5.800836443844522,26.576790371704984,True,too_few_aps
scan_450,2026-04-08 13:41:31,48.890881775183225,8.702022179459528,48.88995906503202,8.702518823978549,48.88995344589731,8.702518031223054,4,252.9277409325637,0.6282075576470281,109.52917254731454,precomputed_wifi_multilateration,21.404860757435973,128.5534753693848,True,high_rmse;high_error
scan_452,2026-04-08 13:41:49,48.89101102918068,8.70190734273542,48.8910972702375,8.7012401052823,48.89109810085684,8.701292555697371,3,1.9091477178654424,3.8400665733858097,46.02971468300672,precomputed_wifi_multilateration,16.66365002188264,155.82684714370188,True,too_few_aps
scan_464,2026-04-08 13:43:58,48.89081754529873,8.701501550988738,48.89082596935529,8.701500581896545,48.89077394057408,8.701502105352382,3,0.2851323047379596,5.792917185041549,4.854247529534814,precomputed_wifi_multilateration,14.00735550130863,55.47906482415776,True,too_few_aps
scan_479,2026-04-08 13:48:14,48.89081338308633,8.700739217802509,48.89089541738053,8.700209673016314,48.89089657858099,8.700170400421813,3,4.092412251443564,2.8773582132295403,42.650800631893674,precomputed_wifi_multilateration,7.468411327846623,82.85045512902354,True,too_few_aps
scan_481,2026-04-08 13:48:38,48.890839546998336,8.700593636363287,48.890902886423234,8.70026647360376,48.890905708622526,8.7001710248822,3,4.7644421131091175,6.993174894849972,31.796712479593037,precomputed_wifi_multilateration,11.046352157945243,1.0173834012938185,True,too_few_aps
scan_492,2026-04-08 13:50:33,48.8908432069225,8.7003000282725,48.889399081428834,8.701999933604176,48.889398626123786,8.70204382903368,3,286.5703749565171,3.2133051724243,205.3053177420746,precomputed_wifi_multilateration,21.493748638334633,216.6479554193446,True,too_few_aps;high_rmse;high_error
scan_497,2026-04-08 13:51:14,48.890644538527845,8.700176542808054,48.89057512829558,8.700229013925021,48.89057893623785,8.700142585564091,3,11.802053369483945,6.340121468284464,7.714201124831947,precomputed_wifi_multilateration,4.301055782420521,9.076405880496187,True,too_few_aps
scan_505,2026-04-08 13:52:21,48.890207128001535,8.700105004367717,48.8901163920526,8.699919723431927,48.89015561245018,8.6999283499161,3,5.904174478607371,4.411434348140145,14.144611208463003,precomputed_wifi_multilateration,0.49373422172642256,46.16399858717122,True,too_few_aps
scan_510,2026-04-08 13:53:05,48.89009590746706,8.699599777229045,48.89018849817234,8.699639315800741,48.89018217899438,8.699638059073521,3,2.8789930544628137,0.7094393786840125,10.004151739520058,precomputed_wifi_multilateration,8.137031357038252,2.265839361863664,True,too_few_aps
scan_513,2026-04-08 13:53:14,48.89008288653422,8.699464978668608,48.8901510809221,8.699628539021747,48.89018246093994,8.69963477972317,3,14.651682345736823,3.5229614644467593,16.653301993270446,precomputed_wifi_multilateration,9.972286708259603,0.24207010329976125,True,too_few_aps
scan_519,2026-04-08 13:53:31,48.8900853366818,8.699177860256489,48.88930088581918,8.700848191515044,48.88933803982872,8.700863993055894,5,228.25933022527997,4.294655259635359,148.8336021423448,precomputed_wifi_multilateration,16.67614390689804,144.7075475873375,True,high_rmse;high_error
scan_522,2026-04-08 13:53:48,48.89009428687989,8.698986100324875,48.88876369157776,8.701459978337182,48.88881059163573,8.70148995393904,3,269.81090034171683,5.663208112252529,232.39417547653136,precomputed_wifi_multilateration,6.727010293872093,227.73302356697891,True,too_few_aps;high_rmse;high_error
scan_545,2026-04-08 13:56:31,48.889465326928246,8.69801625675701,48.88960194283101,8.6981251374932,48.889586392980846,8.698119050567692,3,12.698516418554997,1.7874250574317505,15.435060484690318,precomputed_wifi_multilateration,8.542100514848151,19.86220464235073,True,too_few_aps
scan_546,2026-04-08 13:56:40,48.88944220775769,8.697981047392993,48.888924527542855,8.69933876535997,48.8889384155426,8.699280698270536,6,229.7330100250769,4.52268068649354,110.42826735628402,precomputed_wifi_multilateration,3.642135455617713,111.50180360978055,True,high_rmse;high_error
scan_548,2026-04-08 13:56:49,48.88940004604359,8.697921319990721,48.8886014736574,8.699913640967717,48.88861521580063,8.699890605497107,4,268.1026998761148,2.2766504153270106,168.5516321701095,precomputed_wifi_multilateration,6.41407127257636,57.33590351182181,True,high_rmse;high_error
scan_549,2026-04-08 13:56:59,48.88943942766042,8.697827159160424,48.88945436735694,8.69792285728448,48.8894806,8.6978887,3,4.700065301437738,3.8442542297595166,6.426254497586316,precomputed_wifi_multilateration,8.16820310675762,175.36037917465288,True,too_few_aps
scan_551,2026-04-08 13:57:18,48.88952571431101,8.697579343369538,48.88958740828185,8.69747983197782,48.889577034049026,8.697474248496736,3,21.537195303622408,1.225038369669992,9.581734417053132,precomputed_wifi_multilateration,20.525053701041408,32.17893590115899,True,too_few_aps
scan_552,2026-04-08 13:57:27,48.88954186727055,8.697462208378614,48.889666827209815,8.697043749931455,48.889676047283956,8.697048712241916,5,9.656535355200614,1.0887498016864776,33.75079648883527,precomputed_wifi_multilateration,8.760151555513836,33.039523262159186,True,large_jump
scan_555,2026-04-08 13:57:36,48.889570807595085,8.697342193114364,48.88986642835221,8.696885118760072,48.889757599999996,8.6970239,4,4.013634326985181,15.809848401011617,31.227238280495296,precomputed_wifi_multilateration,9.356560035708423,9.258319282744576,True,large_jump
scan_563,2026-04-08 13:58:59,48.88960192311439,8.697270014090412,48.88977747508672,8.697555222005235,48.88966177758256,8.697531514480005,3,3.3535807225323224,12.995815455628687,20.266905225274897,precomputed_wifi_multilateration,6.317342004601756,38.65528838981764,True,too_few_aps
scan_573,2026-04-08 14:01:10,48.887995155211264,8.697680641351576,48.887012740936406,8.699400742987436,48.8870710938806,8.699474178967849,5,216.20779626390217,8.43152732411492,166.7818192739231,precomputed_wifi_multilateration,181.37308893655438,321.5449311761862,True,high_rmse;high_error
scan_579,2026-04-08 14:02:15,48.88699034808451,8.696937076459037,48.88701165334333,8.699433512437444,48.88706006839601,8.699494441784852,5,214.92763226493284,6.99558259540633,187.35500113698026,precomputed_wifi_multilateration,124.39398639437465,1.9251694170297837,True,high_rmse;high_error
scan_580,2026-04-08 14:02:37,48.88645621436865,8.697962885748854,48.88688810167184,8.699325991981192,48.8867741596463,8.699511143791048,6,198.4293879961677,18.562391682072317,118.72892478534767,precomputed_wifi_multilateration,95.77900963357065,31.850833846006232,True,high_rmse;high_error
scan_592,2026-04-08 14:03:52,48.88714105817374,8.703535527160582,48.88709008025089,8.70402479065689,48.88713043862723,8.70400534880734,3,25.243375275319902,4.712698272690045,34.41024120439684,precomputed_wifi_multilateration,414.97115982773965,331.3495084522098,True,too_few_aps
scan_603,2026-04-08 14:05:01,48.88635802928222,8.709223306460068,48.88653873087076,8.707792467122452,48.8869805,8.7081113,20,42.185507986143946,54.43454498125417,106.89795766522339,precomputed_wifi_multilateration,78.20913674077197,0.0,True,high_error
scan_613,2026-04-08 14:06:43,48.87978138574744,8.715180063837892,48.88189732664859,8.712088909263741,48.88189732664859,8.712088909263741,3,499.9146241538442,,326.6396621864233,precomputed_wifi_multilateration,852.134878113903,636.376559619395,True,too_few_aps;high_rmse;high_error
scan_614,2026-04-08 14:07:05,48.87937773554384,8.71628413741541,48.88189732664859,8.712088909263741,48.88189732664859,8.712088909263741,3,499.9146241538442,,415.93020048794654,precomputed_wifi_multilateration,92.478448587717,0.0,True,too_few_aps;high_rmse;high_error
