scan_id,timestamp,actual_latitude,actual_longitude,raw_estimated_latitude,raw_estimated_longitude,estimated_latitude,estimated_longitude,matched_access_points,residual_rmse,snap_distance_m,error_m,method,raw_actual_latitude,raw_actual_longitude,matched_actual_latitude,matched_actual_longitude,gps_snap_distance_m,gps_road_type,matched_estimated_latitude,matched_estimated_longitude,wifi_snap_distance_m,wifi_road_type,seen_calibrated_aps,median_router_rmse_m,good_router_count,usable_router_count,weak_router_count,gps_jump_m,wifi_jump_m,is_outlier,outlier_reason
scan_75,2026-04-08 12:53:04,48.8900937,8.6986584,48.89011488518192,8.699142526298186,48.89024210000001,8.6989644,4,15.72569688416055,19.249176932181307,27.83059407722716,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89012124026355,8.698770845401743,48.8900937,8.6986584,8.78273072670882,residential,48.89024210000001,8.6989644,19.249176932181307,footway,29,33.36355169879227,0,3,26,2.680977324626483,34.99535805084586,True,weak_router_support
scan_76,2026-04-08 12:53:13,48.89024210000001,8.6989644,48.889984011096516,8.698231596288394,48.889872418190784,8.698216547812835,5,33.75276559049856,12.471257301855763,68.4820480996106,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89012678023144,8.698836909294055,48.89024210000001,8.6989644,15.87058275748192,footway,48.889872418190784,8.698216547812835,12.471257301855763,path,14,65.01418719708437,0,0,14,27.830567328577658,68.48220984417671,True,weak_router_support
scan_77,2026-04-08 12:53:22,48.89024210000001,8.6989644,48.89007223687439,8.69850692883546,48.890042424806076,8.69862956842148,3,42.488656177651364,9.570259208016344,33.086114705816435,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.890133097721495,8.698895899800554,48.89024210000001,8.6989644,13.129168027898306,footway,48.890042424806076,8.69862956842148,9.570259208016344,residential,7,23.637645242942504,0,4,3,0.0,35.66573532978022,True,weak_router_support
scan_78,2026-04-08 12:53:31,48.89024210000001,8.6989644,48.89011058455819,8.698904360407198,48.89024210000001,8.6989644,4,37.35713758550337,15.285615762426803,0.0,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89014008298814,8.698909968172023,48.89024210000001,8.6989644,12.035096110002593,footway,48.89024210000001,8.6989644,15.285615762426803,footway,12,31.457024846362476,0,2,10,0.0,33.086150953326054,True,weak_router_support
scan_80,2026-04-08 12:53:49,48.89024210000001,8.6989644,48.89015381496282,8.699446804264678,48.890197869066874,8.699455565525467,4,21.860800694864423,4.945851582408244,36.28564387004605,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89014079524099,8.69891439183786,48.89024210000001,8.6989644,11.856384216318734,footway,48.890197869066874,8.699455565525467,4.945851582408244,secondary,15,35.743824863401954,0,5,10,0.0,36.285659624164026,True,weak_router_support
scan_87,2026-04-08 12:54:53,48.89062618688154,8.698879938577646,48.89051114442877,8.699035849287842,48.890510617141764,8.699047302429749,4,62.750277572508594,0.8403412272111488,17.764346854726284,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.89062028276742,8.69892088655433,48.89062618688154,8.698879938577646,3.0683137753836656,pedestrian,48.890510617141764,8.699047302429749,0.8403412272111488,pedestrian,11,8.409037113512232,0,4,7,28.01894312788232,18.66485730351758,True,high_rmse
scan_91,2026-04-08 12:55:30,48.89088985690359,8.69896752975989,48.89055994477668,8.698927983189856,48.89055423761849,8.699051947812844,3,83.2986594529988,9.095537517241068,37.86861121099417,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.8908821141815,8.699021630608312,48.89088985690359,8.69896752975989,4.052489965313624,pedestrian,48.89055423761849,8.699051947812844,9.095537517241068,pedestrian,6,2.589844208388258,0,1,5,9.661278151862101,3.8286944240418346,True,high_rmse
scan_95,2026-04-08 12:55:57,48.89111053334661,8.699034677497046,48.890832144950664,8.699024044792303,48.89082470406597,8.699096179420229,5,73.92022727237789,5.3442904062704235,32.13535413859797,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.8911053882836,8.699076431933364,48.89111053334661,8.699034677497046,3.1092989283838435,pedestrian,48.89082470406597,8.699096179420229,5.3442904062704235,pedestrian,11,6.203623197472461,0,1,10,5.461896758563834,10.851702713620107,True,high_rmse
scan_101,2026-04-08 12:56:45,48.89108586962614,8.69915920131005,48.89108583486218,8.699150137228058,48.89108490231534,8.699158964931987,3,96.99484522385713,0.654404336586734,0.10906204863366757,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.8910881905604,8.699137230809166,48.89108586962614,8.69915920131005,1.6286896907811979,pedestrian,48.89108490231534,8.699158964931987,0.654404336586734,pedestrian,6,12.882670169456683,0,5,1,9.518713383670866,29.327540593655993,True,high_rmse
scan_115,2026-04-08 12:59:04,48.89105316411594,8.699151209188894,48.89109878694293,8.699156471734177,48.891098180787594,8.699162209741756,4,39.873910086144534,0.4253627112268979,5.07552539471352,wknn_fingerprinting_smoothed_road_snapped_route_matched,48.8910466645644,8.699212735413969,48.89105316411594,8.699151209188894,4.560988916430453,pedestrian,48.891098180787594,8.699162209741756,0.4253627112268979,pedestrian,5,17.803929871770777,0,5,0,3.6874704436640977,1.4971169422097725,True,weak_router_support
